id,数据类,pH,SS（块状）,SS（纤维）,SS（絮状）,COD,Cl-,SO42-,N-NH3,N-NO3,TP,含油量,重金属,温度,色度,TN,TDS（600℃）,Cond,可生化性
4,机器预测出水,8.6,4249.58,104.46,6102.01,41564.75,1052.3,10697.41,5712.45,0.0,543.5,4.0,68.41,44.3,811.3,123086.65,5406.1,12785.7,70.2
4,专家反馈出水,8.6,4791.6,227.1,1111.2,24561.6,1052.3,7594.8,3252.0,14600.0,543.5,4.0,223.4,44.3,811.3,31932.8,5406.1,12785.7,70.2
4,误差%,0.0,11.31,54.0,449.14,69.23,0.0,40.85,75.66,100.0,0.0,0.0,69.38,0.0,0.0,285.46,0.0,0.0,0.0
5,进水,6.8,4.0,32.0,211.8,21617.6,2819.5,1816.3,1420.0,775.2,43.2,73.3,0.4,37.1,918.8,4497.1,8931.2,9148.5,74.4
5,机器预测出水,31.98,2970.85,16.95,5104.75,40914.84,1052.3,17068.83,2674.18,11345.5,543.5,4.0,67.4,44.3,811.3,9145.53,5406.1,12785.7,70.2
5,专家反馈出水,38.6,40.0,104.5,1111.3,43267.0,1052.3,29036.4,0.0,11094.2,543.5,4.0,63.4,44.3,811.3,7938.4,5406.1,12785.7,70.2
5,误差%,17.15,7326.94,83.78,359.35,5.44,0.0,41.22,267418000.0,2.27,0.0,0.0,6.31,0.0,0.0,15.21,0.0,0.0,0.0
6,进水,6.7,24.2,49.2,38.8,20555.1,441.9,1631.4,1207.6,2908.9,10.4,58.3,0.8,35.5,317.5,4932.8,6045.4,18453.4,83.6
6,机器预测出水,47.16,1643.42,47.97,4966.99,70136.56,944385.27,20985.42,0.0,8184.66,543.5,4.0,66.73,44.3,811.3,8955.12,5406.1,12785.7,70.2
6,专家反馈出水,18.6,3414.0,16.9,4278.0,41100.6,5661052.3,14744.9,277.8,14430.6,543.5,4.0,63.4,44.3,811.3,7938.0,5406.1,12785.7,70.2
6,误差%,153.54,51.86,183.84,16.11,70.65,83.32,42.32,100.0,43.28,0.0,0.0,5.25,0.0,0.0,12.81,0.0,0.0,0.0
7,进水,6.4,5.2,43.1,28.5,35064.0,1644.0,1160.8,2481.5,249.8,23.6,40.0,3.6,27.7,790.3,5810.9,7348.9,12121.0,78.1
7,机器预测出水,33.07,2638.39,47.98,4868.57,70085.84,925133.52,19899.55,592.34,15275.02,43168.03,4.0,66.25,44.3,811.3,8798.44,5406.1,12785.7,70.2
7,专家反馈出水,27.3,3424.6,48.0,4278.0,70064.2,809623.4,16188.9,0.0,14378.5,65543.5,4.0,63.4,44.3,811.3,7945.9,5406.1,12785.7,70.2
7,误差%,21.13,22.96,0.04,13.8,0.03,14.27,22.92,59234000.0,6.24,34.14,0.0,4.5,0.0,0.0,10.73,0.0,0.0,0.0
8,进水,6.4,19.0,33.7,37.3,5078.2,1570.6,465.9,579.3,862.6,175.7,75.7,3.6,34.1,413.7,5116.9,2261.9,3333.8,90.4
8,机器预测出水,7.5,3129.4,95.8,4868.6,9920.6,925133.6,25553.1,624.0,16036.4,0.0,4.0,66.3,44.3,811.3,8790.5,5406.1,12785.7,70.2
8,专家反馈出水,7.5,3129.4,95.8,4868.6,9920.6,925133.6,25553.1,624.0,16036.4,0.0,4.0,66.3,44.3,811.3,8790.5,5406.1,12785.7,70.2
8,误差%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,进水,7.0,6.3,20.8,6.8,14977.5,2271.1,1289.2,1608.0,918.9,121.9,62.8,0.9,30.0,923.6,4140.4,6608.9,14841.1,75.2
9,机器预测出水,15.9,2514.8,161.5,4868.7,29783.1,925132.9,18865.7,613.4,15786.5,8846.8,4.0,66.3,44.3,811.3,8793.0,5406.1,12785.7,70.2
9,专家反馈出水,15.9,2514.8,161.5,4868.7,28783.1,925132.9,18865.7,613.4,15786.5,8846.8,4.0,66.3,44.3,811.3,8793.0,5406.1,12785.7,70.2
9,误差%,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
